"","ensembl_gene_id","gene_id","C481","LC03","LC01","RC02","R02","R03","RC03","hgnc_symbol"
"3508","ENSG00000149308","ENSG00000149308.16",1114,1298,462,82,723,0.032,116,"NPAT"
"3509","ENSG00000149311","ENSG00000149311.18",597,329,691,157,682,440,39,"ATM"
"3510","ENSG00000149313","ENSG00000149313.10",40,0.45,119,98,136,0.77,265,"AASDHPPT"
"3511","ENSG00000149357","ENSG00000149357.9",1073,395,13,1.3,201,0.26,1.4,"LAMTOR1"
"3512","ENSG00000149428","ENSG00000149428.18",2.5,16,83,0.81,55,97,0.34,"HYOU1"
"3513","ENSG00000149474","ENSG00000149474.13",46,0.1,0.12,0.034,1.8,0.3,0.065,"KAT14"
"3514","ENSG00000149480","ENSG00000149480.6",543,817,278,145,158,426,1441,"MTA2"
"3515","ENSG00000149483","ENSG00000149483.11",55,446,199,0.069,119,2,536,"TMEM138"
"3516","ENSG00000149531","ENSG00000149531.15",52,0.15,18,0.04,33,0.11,86,"FRG1BP"
"3517","ENSG00000149541","ENSG00000149541.9",34,0.1,35,9.2,53,0.065,0.29,"B3GAT3"
"3518","ENSG00000149547","ENSG00000149547.14",84,1994,0.67,19,117,0.32,23,"EI24"
"3519","ENSG00000149600","ENSG00000149600.11",85,895,71,243,372,681,1.7,"COMMD7"
"3520","ENSG00000149646","ENSG00000149646.12",303,0.1,43,9.5,85,0.13,6.9,"CNBD2"
"3521","ENSG00000149658","ENSG00000149658.17",19,968,904,108,469,0.45,0.19,"YTHDF1"
"3522","ENSG00000149743","ENSG00000149743.13",97,0.5,120,0.17,64,0.032,1.7,"TRPT1"
"3523","ENSG00000149781","ENSG00000149781.12",108,0.1,149,76,362,561,1.1,"FERMT3"
"3524","ENSG00000149806","ENSG00000149806.10",1668,1566,3342,1637,3935,837,2334,"FAU"
"3525","ENSG00000149823","ENSG00000149823.8",17,185,111,292,580,0.032,225,"VPS51"
"3526","ENSG00000149923","ENSG00000149923.13",62,107,381,1.2,214,514,6.4,"PPP4C"
"3527","ENSG00000149925","ENSG00000149925.17",3008,3824,3181,619,3817,1640,1442,"ALDOA"
"3528","ENSG00000149930","ENSG00000149930.17",0.079,2.8,0.053,0.069,0.18,0.71,0.55,"TAOK2"
"3529","ENSG00000149932","ENSG00000149932.16",99,80,675,0.1,462,0.55,728,"TMEM219"
"3530","ENSG00000150093","ENSG00000150093.18",806,230,1146,944,604,1170,1333,"ITGB1"
"3531","ENSG00000150316","ENSG00000150316.11",483,3912,788,447,522,130,1722,"CWC15"
"3532","ENSG00000150347","ENSG00000150347.14",5019,1689,5862,599,4084,5132,7452,"ARID5B"
"3533","ENSG00000150403","ENSG00000150403.17",7.4,107,57,1.9,73,31,0.45,"TMCO3"
"3534","ENSG00000150433","ENSG00000150433.9",140,222,0.79,0.034,0.14,0.097,0.097,"TMEM218"
"3535","ENSG00000150459","ENSG00000150459.12",3479,258,4304,1812,2857,3564,2248,"SAP18"
"3536","ENSG00000150477","ENSG00000150477.14",0.026,0.15,0.14,0.034,12,0.097,1066,"KIAA1328"
"3537","ENSG00000150593","ENSG00000150593.17",15690,15129,7550,1084,8031,3252,14010,"PDCD4"
"3538","ENSG00000150637","ENSG00000150637.8",0.32,84,207,265,169,0.097,598,"CD226"
"3539","ENSG00000150712","ENSG00000150712.10",72,44,147,1.1,112,0.065,0.16,"MTMR12"
"3540","ENSG00000150753","ENSG00000150753.11",99,1365,1075,220,836,1412,369,"CCT5"
"3541","ENSG00000150768","ENSG00000150768.15",262,310,0.54,8,123,0.16,0.52,"DLAT"
"3542","ENSG00000150776","ENSG00000150776.17",73,1050,0.37,0.93,235,32,374,"NKAPD1"
"3543","ENSG00000150779","ENSG00000150779.11",166,229,631,313,501,1210,434,"TIMM8B"
"3544","ENSG00000150867","ENSG00000150867.13",6060,12275,1694,391,2849,3351,6526,"PIP4K2A"
"3545","ENSG00000150907","ENSG00000150907.7",538,1810,2726,501,824,1326,27,"FOXO1"
"3546","ENSG00000150938","ENSG00000150938.9",5.1,1628,573,0.55,84,0.32,3350,"CRIM1"
"3547","ENSG00000150961","ENSG00000150961.14",0.95,0.45,11,323,64,591,88,"SEC24D"
"3548","ENSG00000150977","ENSG00000150977.10",300,6.7,756,30,783,588,112,"RILPL2"
"3549","ENSG00000150991","ENSG00000150991.14",9033,16057,24402,4204,18197,9770,12725,"UBC"
"3550","ENSG00000150995","ENSG00000150995.18",566,1328,873,1.8,594,5.1,1.8,"ITPR1"
"3551","ENSG00000151012","ENSG00000151012.13",1.3,0.05,0.14,0.38,0.014,0.065,0.065,"SLC7A11"
"3552","ENSG00000151014","ENSG00000151014.5",0.053,301,127,48,64,0.29,2.4,"NOCT"
"3553","ENSG00000151092","ENSG00000151092.16",1334,202,384,23,438,0.45,0.58,"NGLY1"
"3554","ENSG00000151116","ENSG00000151116.16",0.11,2,0.018,35,64,0.065,0.097,"UEVLD"
"3555","ENSG00000151131","ENSG00000151131.10",722,0.2,186,135,180,337,3.5,"C12orf45"
"3556","ENSG00000151135","ENSG00000151135.9",1979,9.8,365,14,1033,1964,833,"TMEM263"
"3557","ENSG00000151148","ENSG00000151148.13",418,11,0.6,1.1,123,112,7.3,"UBE3B"
"3558","ENSG00000151176","ENSG00000151176.7",40,0.05,53,0.38,2.9,0.032,1,"PLBD2"
"3559","ENSG00000151233","ENSG00000151233.10",107,0.05,0.35,0.69,6.6,0.26,50,"GXYLT1"
"3560","ENSG00000151239","ENSG00000151239.13",5.1,0.3,310,226,195,0.065,1.8,"TWF1"
"3561","ENSG00000151247","ENSG00000151247.12",1929,494,2037,434,1405,3140,6515,"EIF4E"
"3562","ENSG00000151287","ENSG00000151287.16",0.32,0.2,96,0.66,148,0.45,255,"TEX30"
"3563","ENSG00000151292","ENSG00000151292.17",63,187,295,0.069,374,0.61,126,"CSNK1G3"
"3564","ENSG00000151304","ENSG00000151304.5",0.92,307,0.46,159,12,0.71,0.097,"SRFBP1"
"3565","ENSG00000151327","ENSG00000151327.12",590,447,1522,469,1344,2088,361,"FAM177A1"
"3566","ENSG00000151332","ENSG00000151332.18",362,1202,283,1147,109,505,0.61,"MBIP"
"3567","ENSG00000151338","ENSG00000151338.18",0.026,0.05,0.18,0.1,0.15,0.065,1.1,"MIPOL1"
"3568","ENSG00000151366","ENSG00000151366.12",613,2476,1733,915,1064,1184,2065,"NDUFC2"
"3569","ENSG00000151414","ENSG00000151414.14",85,796,510,1539,569,2706,88,"NEK7"
"3570","ENSG00000151461","ENSG00000151461.19",615,754,700,266,379,198,1.4,"UPF2"
"3571","ENSG00000151465","ENSG00000151465.13",1541,2234,872,158,699,479,1862,"CDC123"
"3572","ENSG00000151466","ENSG00000151466.11",32,248,367,22,21,2.3,0.29,"SCLT1"
"3573","ENSG00000151470","ENSG00000151470.12",0.13,2.4,283,0.034,60,0.065,0.45,"C4orf33"
"3574","ENSG00000151498","ENSG00000151498.11",5.7,0.1,274,0.9,319,898,605,"ACAD8"
"3575","ENSG00000151500","ENSG00000151500.14",846,789,294,0.034,508,0.55,867,"THYN1"
"3576","ENSG00000151503","ENSG00000151503.12",318,3.4,0.12,16,23,287,275,"NCAPD3"
"3577","ENSG00000151575","ENSG00000151575.14",0.26,0.05,0.053,0.17,67,0.032,0.065,"TEX9"
"3578","ENSG00000151576","ENSG00000151576.10",312,0.25,137,0.034,245,0.032,0.16,"QTRT2"
"3579","ENSG00000151651","ENSG00000151651.15",0.079,0.85,150,0.31,26,169,327,"ADAM8"
"3580","ENSG00000151657","ENSG00000151657.11",136,1030,179,2.1,298,0.032,0.55,"KIN"
"3581","ENSG00000151689","ENSG00000151689.12",0.13,106,231,322,371,0.065,268,"INPP1"
"3582","ENSG00000151690","ENSG00000151690.14",469,330,277,8.4,203,1,275,"MFSD6"
"3583","ENSG00000151694","ENSG00000151694.12",268,56,21,53,74,42,224,"ADAM17"
"3584","ENSG00000151702","ENSG00000151702.16",129,67,442,39,191,60,11,"FLI1"
"3585","ENSG00000151725","ENSG00000151725.11",0.026,0.05,238,130,13,3.1,34,"CENPU"
"3586","ENSG00000151743","ENSG00000151743.10",0.03,0.05,0.67,95,0.014,742,1.1,"AMN1"
"3587","ENSG00000151779","ENSG00000151779.12",192,0.35,140,1.4,310,0.032,231,"NBAS"
"3588","ENSG00000151789","ENSG00000151789.10",1.1,0.75,0.68,0.14,0.32,0.81,0.94,"ZNF385D"
"3589","ENSG00000151806","ENSG00000151806.13",49,150,20,205,127,0.032,1.2,"GUF1"
"3590","ENSG00000151846","ENSG00000151846.8",4.8,4.7,6,4,4.1,2.1,2.5,"PABPC3"
"3591","ENSG00000151849","ENSG00000151849.14",0.079,57,0.18,0.76,1.4,0.13,0.71,"CENPJ"
"3592","ENSG00000151883","ENSG00000151883.17",21,277,224,0.034,364,1080,119,"PARP8"
"3593","ENSG00000151893","ENSG00000151893.14",1327,2012,387,46,195,402,3762,"CACUL1"
"3594","ENSG00000151923","ENSG00000151923.17",2356,7016,2443,371,648,422,3031,"TIAL1"
"3595","ENSG00000152061","ENSG00000152061.23",1356,2129,2851,248,1630,102,1780,"RABGAP1L"
"3596","ENSG00000152082","ENSG00000152082.13",249,74,105,18,136,1.5,2,"MZT2B"
"3597","ENSG00000152102","ENSG00000152102.17",411,648,75,0.14,638,4.4,0.42,"FAM168B"
"3598","ENSG00000152117","ENSG00000152117.17",98,586,7.3,0.24,60,243,0.42,""
"3599","ENSG00000152127","ENSG00000152127.8",0.26,0.05,72,349,302,2.9,0.13,"MGAT5"
"3600","ENSG00000152133","ENSG00000152133.14",413,1956,1259,516,154,302,501,"GPATCH11"
"3601","ENSG00000152219","ENSG00000152219.4",69,2.1,0.16,0.34,515,0.13,5.5,"ARL14EP"
"3602","ENSG00000152223","ENSG00000152223.12",0.24,125,304,44,97,0.032,4,"EPG5"
"3603","ENSG00000152229","ENSG00000152229.18",0.026,264,43,0.069,13,0.097,0.16,"PSTPIP2"
"3604","ENSG00000152234","ENSG00000152234.15",3314,32,3081,918,3410,1234,3097,"ATP5F1A"
"3605","ENSG00000152240","ENSG00000152240.12",244,703,1042,403,330,289,930,"HAUS1"
"3606","ENSG00000152242","ENSG00000152242.10",464,331,45,0.24,491,296,1470,"C18orf25"
"3607","ENSG00000152256","ENSG00000152256.13",4.4,4.9,0.97,450,55,0.097,71,"PDK1"
"3608","ENSG00000152270","ENSG00000152270.8",472,1392,398,118,188,0.23,93,"PDE3B"
"3609","ENSG00000152291","ENSG00000152291.13",672,2465,343,762,1187,1192,1074,"TGOLN2"
"3610","ENSG00000152332","ENSG00000152332.15",571,683,62,587,484,1100,336,"UHMK1"
"3611","ENSG00000152348","ENSG00000152348.15",277,2.6,14,2.6,77,4,1.7,"ATG10"
"3612","ENSG00000152404","ENSG00000152404.15",1751,1109,714,25,194,136,141,"CWF19L2"
"3613","ENSG00000152409","ENSG00000152409.8",114,2220,974,296,443,1644,563,"JMY"
"3614","ENSG00000152464","ENSG00000152464.14",0.33,0.05,0.21,0.069,376,144,1.1,"RPP38"
"3615","ENSG00000152465","ENSG00000152465.17",23,26,296,95,118,649,66,"NMT2"
"3616","ENSG00000152484","ENSG00000152484.13",395,1,7.4,0.79,220,166,0.032,"USP12"
"3617","ENSG00000152492","ENSG00000152492.13",871,39,503,68,109,1378,0.99,"CCDC50"
"3618","ENSG00000152495","ENSG00000152495.10",1531,0.65,780,268,857,203,1077,"CAMK4"
"3619","ENSG00000152518","ENSG00000152518.7",2863,846,6888,422,4108,4902,3881,"ZFP36L2"
"3620","ENSG00000152520","ENSG00000152520.13",3195,4336,2704,288,1583,5371,7479,"PAN3"
"3621","ENSG00000152558","ENSG00000152558.14",946,1187,970,918,1063,1177,39,"TMEM123"
"3622","ENSG00000152601","ENSG00000152601.17",6140,4895,5914,2192,4376,2763,3755,"MBNL1"
"3623","ENSG00000152620","ENSG00000152620.12",266,0.45,105,0.17,247,79,125,"NADK2"
"3624","ENSG00000152689","ENSG00000152689.17",1,0.05,132,0.21,45,0.097,0.23,"RASGRP3"
"3625","ENSG00000152700","ENSG00000152700.13",658,707,594,42,770,835,3247,"SAR1B"
"3626","ENSG00000152767","ENSG00000152767.16",79,0.16,24,811,0.83,0.7,0.097,"FARP1"
"3627","ENSG00000152795","ENSG00000152795.17",3309,4113,4092,1261,2960,1914,260,"HNRNPDL"
"3628","ENSG00000152818","ENSG00000152818.18",428,286,292,70,2012,737,0.42,"UTRN"
"3629","ENSG00000152904","ENSG00000152904.11",3.8,82,426,0.28,192,1.3,2214,"GGPS1"
"3630","ENSG00000152942","ENSG00000152942.18",421,0.2,0.053,157,116,2.7,134,"RAD17"
"3631","ENSG00000152944","ENSG00000152944.8",100,2.1,18,126,193,0.52,0.52,"MED21"
"3632","ENSG00000153006","ENSG00000153006.15",854,411,241,0.069,145,597,0.84,"SREK1IP1"
"3633","ENSG00000153015","ENSG00000153015.15",54,2.1,140,0.24,258,1289,18,"CWC27"
"3634","ENSG00000153037","ENSG00000153037.13",793,1064,540,251,464,1543,1407,"SRP19"
"3635","ENSG00000153046","ENSG00000153046.17",45,79,181,1.6,41,0.097,0.097,"CDYL"
"3636","ENSG00000153048","ENSG00000153048.10",168,247,131,0.069,88,305,0.16,"CARHSP1"
"3637","ENSG00000153064","ENSG00000153064.11",177,1.9,2.1,0.45,88,0.42,0.032,"BANK1"
"3638","ENSG00000153066","ENSG00000153066.12",132,231,394,375,145,14,0.097,"TXNDC11"
"3639","ENSG00000153094","ENSG00000153094.22",54,133,1321,40,585,1246,663,"BCL2L11"
"3640","ENSG00000153107","ENSG00000153107.11",13,20,31,85,44,634,1.1,"ANAPC1"
"3641","ENSG00000153113","ENSG00000153113.23",1921,2733,985,1741,869,298,127,"CAST"
"3642","ENSG00000153130","ENSG00000153130.17",134,96,41,0.66,146,0.48,0.065,"SCOC"
"3643","ENSG00000153147","ENSG00000153147.5",1059,91,1421,70,1638,2564,260,"SMARCA5"
"3644","ENSG00000153179","ENSG00000153179.12",1244,1132,756,909,221,816,1447,"RASSF3"
"3645","ENSG00000153187","ENSG00000153187.18",1165,2320,1600,2064,2890,964,1409,"HNRNPU"
"3646","ENSG00000153201","ENSG00000153201.15",1302,799,4156,617,2408,370,2447,"RANBP2"
"3647","ENSG00000153207","ENSG00000153207.14",24,522,512,100,325,7.7,3.2,"AHCTF1"
"3648","ENSG00000153214","ENSG00000153214.9",0.58,0.6,228,0.1,8.8,107,336,"TMEM87B"
"3649","ENSG00000153234","ENSG00000153234.13",5.7,653,1779,149,1281,1.8,456,"NR4A2"
"3650","ENSG00000153250","ENSG00000153250.19",268,225,560,1131,139,2315,31,"RBMS1"
"3651","ENSG00000153283","ENSG00000153283.12",2844,1644,7831,599,4596,479,3364,"CD96"
"3652","ENSG00000153310","ENSG00000153310.19",1136,2216,1398,2666,1373,2078,907,"FAM49B"
"3653","ENSG00000153317","ENSG00000153317.14",1045,35,534,397,136,0.032,0.9,"ASAP1"
"3654","ENSG00000153339","ENSG00000153339.13",32,524,147,1491,13,0.32,72,"TRAPPC8"
"3655","ENSG00000153391","ENSG00000153391.15",204,1499,402,11,252,1.4,1.2,"INO80C"
"3656","ENSG00000153395","ENSG00000153395.9",413,0.7,371,0.38,8.9,0.16,0.16,"LPCAT1"
"3657","ENSG00000153406","ENSG00000153406.13",0.053,5.6,30,0.034,324,0.032,265,"NMRAL1"
"3658","ENSG00000153487","ENSG00000153487.12",6,56,0.035,272,145,767,0.26,"ING1"
"3659","ENSG00000153551","ENSG00000153551.13",2137,289,233,710,628,840,265,"CMTM7"
"3660","ENSG00000153560","ENSG00000153560.11",308,1134,160,214,282,803,0.097,"UBP1"
"3661","ENSG00000153561","ENSG00000153561.12",789,53,223,91,416,1.9,1985,"RMND5A"
"3662","ENSG00000153563","ENSG00000153563.15",1785,1347,1043,23,227,142,2886,"CD8A"
"3663","ENSG00000153774","ENSG00000153774.8",131,849,240,2,77,0.13,204,"CFDP1"
"3664","ENSG00000153786","ENSG00000153786.12",755,1.9,0.49,336,90,0.097,14,"ZDHHC7"
"3665","ENSG00000153814","ENSG00000153814.11",0.11,6.4,0.44,308,115,0.23,122,"JAZF1"
"3666","ENSG00000153815","ENSG00000153815.16",195,0.25,132,2.2,68,4.1,0.13,"CMIP"
"3667","ENSG00000153827","ENSG00000153827.13",439,130,1091,3,1093,838,2376,"TRIP12"
"3668","ENSG00000153879","ENSG00000153879.8",625,121,357,296,109,1459,1412,"CEBPG"
"3669","ENSG00000153898","ENSG00000153898.12",285,365,0.54,160,115,0.032,17,"MCOLN2"
"3670","ENSG00000153914","ENSG00000153914.15",1059,1945,1415,312,870,170,1593,"SREK1"
"3671","ENSG00000153922","ENSG00000153922.10",1056,2840,2991,1047,1586,4256,3852,"CHD1"
"3672","ENSG00000153933","ENSG00000153933.9",478,0.6,4.1,2.7,102,7.5,4.7,"DGKE"
"3673","ENSG00000153944","ENSG00000153944.10",28,1064,386,556,186,216,31,"MSI2"
"3674","ENSG00000153975","ENSG00000153975.9",140,219,126,0.069,123,427,0.71,"ZUP1"
"3675","ENSG00000153989","ENSG00000153989.7",213,2.5,100,0.31,142,0.35,0.87,"NUS1"
"3676","ENSG00000154001","ENSG00000154001.13",881,38,712,747,328,1240,48,"PPP2R5E"
"3677","ENSG00000154122","ENSG00000154122.12",0.5,918,17,0.24,197,22,199,"ANKH"
"3678","ENSG00000154124","ENSG00000154124.4",242,151,185,371,496,369,399,"OTULIN"
"3679","ENSG00000154127","ENSG00000154127.9",0.58,127,2.6,0.069,191,1253,68,"UBASH3B"
"3680","ENSG00000154144","ENSG00000154144.12",907,2180,758,647,1047,488,110,"TBRG1"
"3681","ENSG00000154165","ENSG00000154165.4",841,0.2,124,0.24,116,0.032,18,"GPR15"
"3682","ENSG00000154217","ENSG00000154217.14",0.89,13,408,0.034,120,0.29,0.77,"PITPNC1"
"3683","ENSG00000154229","ENSG00000154229.11",0.079,1.5,11,0.1,77,0.48,0.61,"PRKCA"
"3684","ENSG00000154237","ENSG00000154237.12",9.3,1.8,0.11,0.14,9.6,0.23,1.2,"LRRK1"
"3685","ENSG00000154265","ENSG00000154265.15",648,456,68,0.38,209,1.5,0.032,"ABCA5"
"3686","ENSG00000154305","ENSG00000154305.16",582,111,616,0.52,734,1.8,1081,"MIA3"
"3687","ENSG00000154310","ENSG00000154310.16",160,1126,340,0.48,146,11,364,"TNIK"
"3688","ENSG00000154328","ENSG00000154328.15",0.29,616,44,0.55,25,0.032,187,"NEIL2"
"3689","ENSG00000154451","ENSG00000154451.14",1468,2652,1744,651,1966,3948,1966,"GBP5"
"3690","ENSG00000154473","ENSG00000154473.17",1313,2739,2957,640,1951,1927,3852,"BUB3"
"3691","ENSG00000154511","ENSG00000154511.11",130,0.05,54,0.1,34,0.032,1327,"DIPK1A"
"3692","ENSG00000154518","ENSG00000154518.9",632,637,2176,462,1914,350,2206,"ATP5MC3"
"3693","ENSG00000154582","ENSG00000154582.16",682,890,1664,36,717,1380,322,"ELOC"
"3694","ENSG00000154640","ENSG00000154640.14",1138,882,1496,1389,596,2.2,900,"BTG3"
"3695","ENSG00000154642","ENSG00000154642.10",718,2100,1744,7.1,510,853,0.16,"C21orf91"
"3696","ENSG00000154710","ENSG00000154710.16",140,169,1414,613,408,246,0.13,"RABGEF1"
"3697","ENSG00000154719","ENSG00000154719.13",0.24,0.15,2.2,0.1,13,0.55,0.74,"MRPL39"
"3698","ENSG00000154723","ENSG00000154723.12",2473,1481,3179,2266,1458,2818,2967,"ATP5PF"
"3699","ENSG00000154760","ENSG00000154760.13",888,1579,68,132,22,92,0.8,"SLFN13"
"3700","ENSG00000154767","ENSG00000154767.14",661,2109,802,2.3,813,443,3.5,"XPC"
"3701","ENSG00000154781","ENSG00000154781.15",171,33,280,126,457,1178,274,"CCDC174"
"3702","ENSG00000154803","ENSG00000154803.12",820,382,60,51,125,210,469,"FLCN"
"3703","ENSG00000154813","ENSG00000154813.9",656,434,486,61,240,0.68,0.9,"DPH3"
"3704","ENSG00000154814","ENSG00000154814.13",18,6.6,85,262,181,0.55,266,"OXNAD1"
"3705","ENSG00000154832","ENSG00000154832.14",154,0.3,3.2,138,156,431,205,"CXXC1"
"3706","ENSG00000154845","ENSG00000154845.15",797,14,34,653,52,0.032,0.65,"PPP4R1"
"3707","ENSG00000154874","ENSG00000154874.15",392,60,235,0.24,75,3.6,0.76,"CCDC144B"
"3708","ENSG00000154930","ENSG00000154930.14",242,11,0.088,0.66,0.36,539,0.58,"ACSS1"
"3709","ENSG00000154945","ENSG00000154945.6",186,1086,229,3.9,347,558,1697,"ANKRD40"
"3710","ENSG00000154978","ENSG00000154978.12",2020,116,1147,32,726,0.39,1.3,"VOPP1"
"3711","ENSG00000155008","ENSG00000155008.13",0.18,53,0.19,0.034,16,0.19,228,"APOOL"
"3712","ENSG00000155090","ENSG00000155090.14",126,3.5,508,0.14,223,0.42,0.32,"KLF10"
"3713","ENSG00000155096","ENSG00000155096.13",98,4,581,6.4,513,0.45,1.1,"AZIN1"
"3714","ENSG00000155097","ENSG00000155097.11",0.5,0.1,94,0.1,229,0.74,180,"ATP6V1C1"
"3715","ENSG00000155100","ENSG00000155100.10",82,0.1,196,12,111,0.16,16,"OTUD6B"
"3716","ENSG00000155115","ENSG00000155115.6",1811,973,2654,883,1588,579,1852,"GTF3C6"
"3717","ENSG00000155158","ENSG00000155158.20",0.053,49,84,7.3,13,0.032,307,"TTC39B"
"3718","ENSG00000155189","ENSG00000155189.11",142,869,237,0.38,594,6,1.9,"AGPAT5"
"3719","ENSG00000155229","ENSG00000155229.20",44,0.8,171,22,22,0.065,0.26,"MMS19"
"3720","ENSG00000155252","ENSG00000155252.13",0.11,1524,244,71,24,150,11,"PI4K2A"
"3721","ENSG00000155304","ENSG00000155304.5",908,85,3.5,0.069,455,2609,1262,"HSPA13"
"3722","ENSG00000155307","ENSG00000155307.17",2577,2442,4367,760,3189,4014,13922,"SAMSN1"
"3723","ENSG00000155313","ENSG00000155313.15",0.47,53,206,0.034,230,0.097,15,"USP25"
"3724","ENSG00000155324","ENSG00000155324.9",330,0.25,26,1.4,107,0.065,733,"GRAMD2B"
"3725","ENSG00000155329","ENSG00000155329.11",419,101,61,0.21,373,76,2146,"ZCCHC10"
"3726","ENSG00000155330","ENSG00000155330.9",0.58,589,620,607,481,1484,618,"C16orf87"
"3727","ENSG00000155363","ENSG00000155363.18",96,3,170,3.6,181,0.29,0.097,"MOV10"
"3728","ENSG00000155366","ENSG00000155366.16",355,828,676,42,851,0.097,1055,"RHOC"
"3729","ENSG00000155368","ENSG00000155368.16",1887,2166,3931,1531,1597,3257,4622,"DBI"
"3730","ENSG00000155380","ENSG00000155380.11",69,810,548,22,611,862,211,"SLC16A1"
"3731","ENSG00000155463","ENSG00000155463.12",70,0.05,239,116,461,997,759,"OXA1L"
"3732","ENSG00000155506","ENSG00000155506.16",364,1624,1050,544,694,98,850,"LARP1"
"3733","ENSG00000155508","ENSG00000155508.13",206,4.9,300,275,257,1660,1430,"CNOT8"
"3734","ENSG00000155561","ENSG00000155561.14",0.11,0.15,363,366,11,72,0.29,"NUP205"
"3735","ENSG00000155621","ENSG00000155621.14",0.32,0.15,109,297,6.9,43,0.16,"C9orf85"
"3736","ENSG00000155629","ENSG00000155629.14",0.82,0.15,195,66,159,0.13,909,"PIK3AP1"
"3737","ENSG00000155657","ENSG00000155657.26",1105,1701,2394,1013,689,300,1494,"TTN"
"3738","ENSG00000155660","ENSG00000155660.10",169,782,293,185,293,1629,195,"PDIA4"
"3739","ENSG00000155744","ENSG00000155744.9",6.4,2.3,407,25,268,281,255,"FAM126B"
"3740","ENSG00000155827","ENSG00000155827.11",286,0.7,194,258,192,0.16,455,"RNF20"
"3741","ENSG00000155849","ENSG00000155849.15",80,1296,872,22,149,13,33,"ELMO1"
"3742","ENSG00000155876","ENSG00000155876.5",489,379,149,0.034,432,0.032,1.3,"RRAGA"
"3743","ENSG00000155903","ENSG00000155903.11",627,173,601,122,490,33,1301,"RASA2"
"3744","ENSG00000155926","ENSG00000155926.13",2783,6436,2194,1408,6097,5085,2866,"SLA"
"3745","ENSG00000155957","ENSG00000155957.17",1192,859,1260,1.1,1261,1039,1026,"TMBIM4"
"3746","ENSG00000155959","ENSG00000155959.10",1656,1916,1262,815,354,120,819,"VBP1"
"3747","ENSG00000155975","ENSG00000155975.9",162,199,121,151,113,650,1.8,"VPS37A"
"3748","ENSG00000156017","ENSG00000156017.12",670,1.3,3.3,321,82,271,1081,"CARNMT1"
"3749","ENSG00000156030","ENSG00000156030.13",95,4550,773,44,2004,3320,3753,"ELMSAN1"
"3750","ENSG00000156050","ENSG00000156050.8",27,1481,3,4.7,169,7.6,39,"FAM161B"
"3751","ENSG00000156052","ENSG00000156052.10",0.32,880,0.14,0.17,28,0.71,0.48,"GNAQ"
"3752","ENSG00000156110","ENSG00000156110.13",2.2,384,500,1.3,294,581,1.6,"ADK"
"3753","ENSG00000156127","ENSG00000156127.6",4302,3212,2596,1267,4884,5003,1016,"BATF"
"3754","ENSG00000156136","ENSG00000156136.9",186,294,887,4.4,420,219,0.19,"DCK"
"3755","ENSG00000156171","ENSG00000156171.14",8.9,0.2,295,79,319,0.23,4.5,"DRAM2"
"3756","ENSG00000156232","ENSG00000156232.7",327,371,398,63,66,781,394,"WHAMM"
"3757","ENSG00000156234","ENSG00000156234.7",701,0.05,1120,25,326,708,1892,"CXCL13"
"3758","ENSG00000156256","ENSG00000156256.14",685,217,2620,79,999,599,1612,"USP16"
"3759","ENSG00000156261","ENSG00000156261.12",1037,1212,479,1217,605,4.1,653,"CCT8"
"3760","ENSG00000156273","ENSG00000156273.15",875,297,1092,0.76,485,1053,6.9,"BACH1"
"3761","ENSG00000156299","ENSG00000156299.13",234,374,753,1.2,373,765,0.48,"TIAM1"
"3762","ENSG00000156304","ENSG00000156304.14",3.6,0.7,43,109,125,590,0.39,"SCAF4"
"3763","ENSG00000156411","ENSG00000156411.9",876,1732,849,999,928,1472,1509,"ATP5MPL"
"3764","ENSG00000156467","ENSG00000156467.9",2607,1376,2578,2253,1876,1971,1721,"UQCRB"
"3765","ENSG00000156471","ENSG00000156471.12",763,429,329,438,624,38,1.5,"PTDSS1"
"3766","ENSG00000156475","ENSG00000156475.18",0.053,0.5,117,37,292,0.097,77,"PPP2R2B"
"3767","ENSG00000156482","ENSG00000156482.10",760,1593,3508,850,2312,1857,361,"RPL30"
"3768","ENSG00000156504","ENSG00000156504.16",0.16,232,73,35,3.5,731,1.1,"FAM122B"
